tea_id,tea_name,efficacies,efficacies_korean,score_average,score_count
33,마름차,"[{""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADP""}]","[{""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""해열""}]",2.98,974
34,매실차,"[{""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABU""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""식중독예방치료""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""해독작용""}, {""efficacy_name"": ""향균작용""}]",3.86,1421
35,메밀차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AAAS""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AABQ""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AACJ""}, {""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AACV""}, {""efficacy_id"": ""AACX""}, {""efficacy_id"": ""AACZ""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADH""}, {""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADV""}, {""efficacy_id"": ""AADW""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""돌연변이억제""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""수렴작용""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""유해한과산화지질분해""}, {""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""체내의중금속제거""}, {""efficacy_name"": ""충치예방""}, {""efficacy_name"": ""콜레스테롤수치감소""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항바이러스""}, {""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""활성산소제거""}, {""efficacy_name"": ""효소활성화""}]",3.93,654
36,머위차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAS""}, {""efficacy_id"": ""AABQ""}, {""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AACU""}, {""efficacy_id"": ""AACV""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADH""}, {""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADV""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""돌연변이억제""}, {""efficacy_name"": ""수렴작용""}, {""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""천식""}, {""efficacy_name"": ""체내의중금속제거""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항바이러스""}, {""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""해독작용""}, {""efficacy_name"": ""활성산소제거""}]",2.49,647
37,모과차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAS""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AABQ""}, {""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AACV""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADH""}, {""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADV""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""돌연변이억제""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""수렴작용""}, {""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""체내의중금속제거""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항바이러스""}, {""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""활성산소제거""}]",3.99,509
38,무잎차,"[{""efficacy_id"": ""AAAY""}, {""efficacy_id"": ""AABJ""}, {""efficacy_id"": ""AADT""}]","[{""efficacy_name"": ""배탈""}, {""efficacy_name"": ""설사""}, {""efficacy_name"": ""혈액순환""}]",4.04,82
39,목련차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAS""}, {""efficacy_id"": ""AAAU""}, {""efficacy_id"": ""AABQ""}, {""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AACT""}, {""efficacy_id"": ""AACV""}, {""efficacy_id"": ""AACW""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADH""}, {""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADT""}, {""efficacy_id"": ""AADV""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""돌연변이억제""}, {""efficacy_name"": ""두통""}, {""efficacy_name"": ""수렴작용""}, {""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""집중력강화""}, {""efficacy_name"": ""체내의중금속제거""}, {""efficacy_name"": ""축농증""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항바이러스""}, {""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""혈액순환""}, {""efficacy_name"": ""활성산소제거""}]",4.53,51
40,목향차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AABB""}, {""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AADB""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""복부통증완화""}, {""efficacy_name"": ""이뇨작용""}, {""efficacy_name"": ""태아안정""}, {""efficacy_name"": ""향균작용""}]",1.84,677
41,민들레차,"[{""efficacy_id"": ""AAAB""}, {""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AACK""}]","[{""efficacy_name"": ""간에좋음""}, {""efficacy_name"": ""기관지건강""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""이뇨작용""}]",3.14,544
42,매화차,"[{""efficacy_id"": ""AAAN""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""기침구토개선""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""피부미용노화방지""}]",3.99,996
43,박하차,"[{""efficacy_id"": ""AAAJ""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AACT""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADP""}]","[{""efficacy_name"": ""구취제거""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""집중력강화""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""해열""}]",3.93,692
44,벚꽃차,"[{""efficacy_id"": ""AAAN""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AAAT""}, {""efficacy_id"": ""AAAZ""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AABX""}, {""efficacy_id"": ""AACU""}, {""efficacy_id"": ""AADJ""}, {""efficacy_id"": ""AADL""}]","[{""efficacy_name"": ""기침구토개선""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""동맥경화억제""}, {""efficacy_name"": ""백내장예방""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""신경장애방지""}, {""efficacy_name"": ""천식""}, {""efficacy_name"": ""항불임""}, {""efficacy_name"": ""항암작용""}]",4.55,200
45,보리차,"[{""efficacy_id"": ""AAAB""}, {""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""간에좋음""}, {""efficacy_name"": ""거담작용""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""향균작용""}]",4.82,1322
46,비파차,"[{""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AAAT""}, {""efficacy_id"": ""AAAW""}, {""efficacy_id"": ""AAAZ""}, {""efficacy_id"": ""AABK""}, {""efficacy_id"": ""AABX""}, {""efficacy_id"": ""AADJ""}, {""efficacy_id"": ""AADL""}]","[{""efficacy_name"": ""기관지건강""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""동맥경화억제""}, {""efficacy_name"": ""면역기능상승""}, {""efficacy_name"": ""백내장예방""}, {""efficacy_name"": ""성인병예방""}, {""efficacy_name"": ""신경장애방지""}, {""efficacy_name"": ""항불임""}, {""efficacy_name"": ""항암작용""}]",4.68,256
47,사과차,"[{""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AADE""}]","[{""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""피로회복""}]",4.24,1470
48,산약차,"[{""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AAAT""}, {""efficacy_id"": ""AAAZ""}, {""efficacy_id"": ""AABX""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AACH""}, {""efficacy_id"": ""AADJ""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""거담작용""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""동맥경화억제""}, {""efficacy_name"": ""백내장예방""}, {""efficacy_name"": ""신경장애방지""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""위장기능강화""}, {""efficacy_name"": ""항불임""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""향균작용""}]",2.39,1309
49,설차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AABW""}, {""efficacy_id"": ""AABW""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""신경완화""}, {""efficacy_name"": ""신경완화""}]",2.54,898
50,시호차,"[{""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AACS""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADP""}]","[{""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""진통및생리통완화""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""해열""}]",2.21,339
51,새삼차,"[{""efficacy_id"": ""AAAI""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AAAX""}, {""efficacy_id"": ""AABJ""}, {""efficacy_id"": ""AADW""}]","[{""efficacy_name"": ""관절염""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""발기부전""}, {""efficacy_name"": ""설사""}, {""efficacy_name"": ""효소활성화""}]",4.93,1361
52,생강차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AADT""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""혈액순환""}]",3.47,547
53,석류차,"[{""efficacy_id"": ""AADA""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADL""}]","[{""efficacy_name"": ""탈모""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항암작용""}]",4.98,302
54,순채차,"[{""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABE""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADP""}]","[{""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""붓기완화""}, {""efficacy_name"": ""해독작용""}, {""efficacy_name"": ""해열""}]",3.12,1377
55,소태차,"[{""efficacy_id"": ""AADD""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADP""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""통증완화""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""해독작용""}, {""efficacy_name"": ""해열""}, {""efficacy_name"": ""향균작용""}]",3.93,487
56,속단차,"[{""efficacy_id"": ""AAAI""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABL""}, {""efficacy_id"": ""AACG""}]","[{""efficacy_name"": ""관절염""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""성장촉진""}, {""efficacy_name"": ""월경증후군개선""}]",4.17,380
57,솔잎차,"[{""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADQ""}, {""efficacy_id"": ""AADR""}]","[{""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""해독작용""}, {""efficacy_name"": ""향균작용""}, {""efficacy_name"": ""혈관노폐물제거""}]",4.19,1122
58,송화차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AAAU""}, {""efficacy_id"": ""AABW""}, {""efficacy_id"": ""AACB""}, {""efficacy_id"": ""AACD""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AACP""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""두통""}, {""efficacy_name"": ""신경완화""}, {""efficacy_name"": ""심장기능강화""}, {""efficacy_name"": ""심장질환예방""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""중풍예방""}]",4.03,976
59,쌍화차,"[{""efficacy_id"": ""AAAB""}, {""efficacy_id"": ""AAAL""}, {""efficacy_id"": ""AAAW""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AADA""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADT""}]","[{""efficacy_name"": ""간에좋음""}, {""efficacy_name"": ""기력회복""}, {""efficacy_name"": ""면역기능상승""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""탈모""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""혈액순환""}]",3.2,269
60,쑥차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAW""}, {""efficacy_id"": ""AABO""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AACS""}, {""efficacy_id"": ""AACZ""}, {""efficacy_id"": ""AADD""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADO""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""면역기능상승""}, {""efficacy_name"": ""소염작용""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""진통및생리통완화""}, {""efficacy_name"": ""콜레스테롤수치감소""}, {""efficacy_name"": ""통증완화""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""해독작용""}, {""efficacy_name"": ""향균작용""}]",4.64,262
61,앵두차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABC""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AABT""}, {""efficacy_id"": ""AABV""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADT""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""부종개선""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""스트레스완화""}, {""efficacy_name"": ""신경세포강화""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""혈액순환""}]",3.82,102
62,연근차,"[{""efficacy_id"": ""AAAA""}, {""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAS""}, {""efficacy_id"": ""AAAW""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABQ""}, {""efficacy_id"": ""AACR""}, {""efficacy_id"": ""AACV""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADH""}, {""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADT""}, {""efficacy_id"": ""AADV""}]","[{""efficacy_name"": ""각성작용""}, {""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""돌연변이억제""}, {""efficacy_name"": ""면역기능상승""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""수렴작용""}, {""efficacy_name"": ""진정작용""}, {""efficacy_name"": ""체내의중금속제거""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항바이러스""}, {""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""혈액순환""}, {""efficacy_name"": ""활성산소제거""}]",3.77,1091
63,연잎차,"[{""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABD""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABZ""}]","[{""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""불면증예방""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""심근경색""}]",4,185
64,오미자차,"[{""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AABT""}, {""efficacy_id"": ""AACG""}]","[{""efficacy_name"": ""기관지건강""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""스트레스완화""}, {""efficacy_name"": ""월경증후군개선""}]",3.07,1272
65,옥수수차,"[{""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABM""}, {""efficacy_id"": ""AABP""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""세포손상방지""}, {""efficacy_name"": ""소화불량해소""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""피부미용노화방지""}]",4.49,1113
66,옥수수수염차,"[{""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""거담작용""}, {""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""이뇨작용""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""향균작용""}]",4.22,1419
67,은행차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABL""}, {""efficacy_id"": ""AABT""}, {""efficacy_id"": ""AABV""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AACG""}, {""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADT""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""기관지건강""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""성장촉진""}, {""efficacy_name"": ""스트레스완화""}, {""efficacy_name"": ""신경세포강화""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""월경증후군개선""}, {""efficacy_name"": ""이뇨작용""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""혈액순환""}]",3.08,1323
68,우슬차,"[{""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AAAI""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADK""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""거담작용""}, {""efficacy_name"": ""관절염""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항산화작용""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""향균작용""}]",3.91,692
69,우엉차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABM""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADP""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""세포손상방지""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""해열""}]",3.55,263
70,유자차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AADE""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADR""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""피로회복""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""혈관노폐물제거""}]",4.55,1413
71,여주차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AAAR""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""당뇨병예방""}, {""efficacy_name"": ""피부미용노화방지""}]",4.71,1222
72,영지차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AACZ""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADK""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""콜레스테롤수치감소""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""항산화작용""}]",3.91,488
73,율무차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABL""}, {""efficacy_id"": ""AACU""}, {""efficacy_id"": ""AACZ""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""성장촉진""}, {""efficacy_name"": ""천식""}, {""efficacy_name"": ""콜레스테롤수치감소""}]",4.91,767
74,원지차,"[{""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AAAK""}, {""efficacy_id"": ""AAAM""}, {""efficacy_id"": ""AABD""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""거담작용""}, {""efficacy_name"": ""기관지건강""}, {""efficacy_name"": ""기억력상승""}, {""efficacy_name"": ""불면증예방""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""향균작용""}]",3.45,259
75,인동차,"[{""efficacy_id"": ""AAAE""}, {""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AADL""}, {""efficacy_id"": ""AADM""}, {""efficacy_id"": ""AADP""}, {""efficacy_id"": ""AADQ""}]","[{""efficacy_name"": ""거담작용""}, {""efficacy_name"": ""이뇨작용""}, {""efficacy_name"": ""항암작용""}, {""efficacy_name"": ""항염작용""}, {""efficacy_name"": ""해열""}, {""efficacy_name"": ""향균작용""}]",2.44,1174
76,인삼차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAL""}, {""efficacy_id"": ""AABT""}, {""efficacy_id"": ""AACJ""}, {""efficacy_id"": ""AACX""}, {""efficacy_id"": ""AADW""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""기력회복""}, {""efficacy_name"": ""스트레스완화""}, {""efficacy_name"": ""유해한과산화지질분해""}, {""efficacy_name"": ""충치예방""}, {""efficacy_name"": ""효소활성화""}]",3.81,766
77,홍화꽃차,"[{""efficacy_id"": ""AAAG""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AACZ""}, {""efficacy_id"": ""AADT""}]","[{""efficacy_name"": ""고혈압혈당강하""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""콜레스테롤수치감소""}, {""efficacy_name"": ""혈액순환""}]",3.2,483
78,으름차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAH""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AAAQ""}, {""efficacy_id"": ""AABA""}, {""efficacy_id"": ""AABG""}, {""efficacy_id"": ""AABH""}, {""efficacy_id"": ""AABL""}, {""efficacy_id"": ""AABM""}, {""efficacy_id"": ""AABT""}, {""efficacy_id"": ""AABV""}, {""efficacy_id"": ""AACE""}, {""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AADF""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""고혈압혈압강하""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""다이어트""}, {""efficacy_name"": ""변비개선장운동""}, {""efficacy_name"": ""빈혈예방""}, {""efficacy_name"": ""뼈튼튼""}, {""efficacy_name"": ""성장촉진""}, {""efficacy_name"": ""세포손상방지""}, {""efficacy_name"": ""스트레스완화""}, {""efficacy_name"": ""신경세포강화""}, {""efficacy_name"": ""심혈관질환예방""}, {""efficacy_name"": ""이뇨작용""}, {""efficacy_name"": ""피부미용노화방지""}]",2.72,803
79,오이차,"[{""efficacy_id"": ""AAAC""}, {""efficacy_id"": ""AAAP""}, {""efficacy_id"": ""AABS""}, {""efficacy_id"": ""AACK""}, {""efficacy_id"": ""AACZ""}, {""efficacy_id"": ""AADF""}, {""efficacy_id"": ""AADR""}]","[{""efficacy_name"": ""감기예방""}, {""efficacy_name"": ""눈건강""}, {""efficacy_name"": ""숙취해소""}, {""efficacy_name"": ""이뇨작용""}, {""efficacy_name"": ""콜레스테롤수치감소""}, {""efficacy_name"": ""피부미용노화방지""}, {""efficacy_name"": ""혈관노폐물제거""}]",4.17,245
